Equipo,Posicion,Dorsal,Nombre,Minutos jugados,Partidos jugados,Porcentaje de Partidos jugados,Partidos jugados enteros,Porcentaje de Partidos jugados enteros,Partidos jugados como titular,Porcentaje de Partidos jugados como titular,Partidos sustituido,Porcentaje de Partidos sustituido,Tarjetas amarillas,Tarjetas rojas,Segunda tarjeta amarilla,Goles marcados,Penaltis marcados,Goles en propia puerta,Goles encajados mientras el jugador estaba en el campo,Bloqueos,Intercepciones,Recuperaciones,Despejes,Entradas con éxito,Entradas fallidas,Jugadas como último hombre,Duelos con éxito,Duelos fallidos,Duelos aéreos con éxito,Duelos aéreos fallidos,Fueras de juegos cometidos,Faltas recibidas,Faltas cometidas,Penaltis recibidos,Penaltis cometidos,Faltas por manos,Faltas cometidas por cada tarjetas recibida,Tiros realizados,Tiros a puerta,Asistencias de gol,Regates realizados con éxito,Regates fallidos,Goles marcados desde dentro del área,Goles marcados desde fuera del área,Goles marcados con el pie izquierdo,Goles marcados con el pie derecho,Goles marcados de penalti,Goles marcados de cabeza,Goles marcados de jugada a balón parado,Goles marcados en propia puerta,Centros realizados,Corneres lanzados,Entradas realizadas,Duelos realizados,Duelos cuerpo a cuerpo realizados,Duelos aéreos realizados,Pases,Pases cortos,Pases largos,Pases al hueco,Goles marcados por tiros realizados
Athletic Club,Defensa,24,Balenziaga,14,0,"27,0%",0,"11,0%",0,"14,0%",0,"16,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,0,0
Athletic Club,Centrocampista,,Nolaskoain,33,1,"2,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,20,18,2,0,0
Athletic Club,Centrocampista,7,Beñat,54,1,"70,0%",0,"24,0%",1,"65,0%",0,"46,0%",0,0,0,0,0,0,1,0,1,5,0,1,1,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,5,1,31,27,4,0,0
Athletic Club,Centrocampista,8,Iturraspe,3,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Athletic Club,Centrocampista,11,Córdoba,36,1,"2,0%",0,"0,0%",0,"1,0%",1,"1,0%",0,0,0,0,0,0,1,0,1,3,0,1,0,0,2,3,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,6,5,1,11,10,1,0,0
Athletic Club,Centrocampista,14,Susaeta,37,1,"2,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,4,3,1,14,14,1,0,0
Athletic Club,Centrocampista,16,Dani García,65,1,"76,0%",1,"62,0%",1,"76,0%",0,"14,0%",0,0,0,0,0,0,1,0,1,5,1,1,1,0,2,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,2,37,32,5,0,0
Athletic Club,Centrocampista,17,Mikel Rico,7,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0
Athletic Club,Centrocampista,18,De Marcos,67,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,3,1,1,1,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,5,2,29,26,3,0,0
Athletic Club,Centrocampista,19,Ibai,54,1,"84,0%",0,"24,0%",1,"62,0%",1,"59,0%",0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,4,3,1,19,17,2,0,0
Athletic Club,Centrocampista,21,Capa,43,1,"65,0%",0,"38,0%",0,"43,0%",0,"27,0%",0,0,0,0,0,0,1,0,1,2,1,1,0,0,2,3,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,6,5,1,18,16,3,0,0
Athletic Club,Centrocampista,22,Raúl García,63,1,"86,0%",0,"35,0%",1,"70,0%",1,"51,0%",0,0,0,0,0,0,1,0,1,3,1,1,1,0,3,4,5,4,0,2,3,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,17,8,9,24,21,2,0,0
Athletic Club,Centrocampista,23,Unai López,10,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,7,1,0,0
Athletic Club,Centrocampista,32,Iñigo Vicente,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Athletic Club,Delantero,,Gorka Guruzeta,2,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Athletic Club,Delantero,2,Kenan Kodro,4,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
Athletic Club,Delantero,9,Williams,80,1,"100,0%",1,"51,0%",1,"95,0%",1,"49,0%",0,0,0,0,0,0,1,0,0,2,1,1,0,0,3,4,2,3,1,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,12,7,5,18,18,0,0,0
Athletic Club,Delantero,10,Muniain ,63,1,"89,0%",0,"41,0%",1,"70,0%",1,"49,0%",0,0,0,0,0,0,1,0,0,4,0,1,0,0,4,4,0,1,0,2,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,9,8,1,31,30,1,0,0
Athletic Club,Delantero,20,Aduriz,25,1,"51,0%",0,"11,0%",0,"27,0%",0,"41,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,3,6,6,0,0,0
Atlético de Madrid,Portero,,Alex Dos Santos,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlético de Madrid,Portero,1,Adán,2,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Atlético de Madrid,Portero,13,Oblak ,90,1,"3,0%",1,"3,0%",1,"3,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,17,0,0
Atlético de Madrid,Defensa,2,Godín,66,1,"78,0%",1,"70,0%",1,"73,0%",0,"8,0%",0,0,0,0,0,0,1,0,1,4,4,1,1,0,2,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,28,23,5,0,0
Atlético de Madrid,Defensa,3,Filipe Luis,54,1,"70,0%",0,"38,0%",1,"62,0%",0,"32,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,5,5,1,34,31,3,0,0
Atlético de Madrid,Defensa,4,Arias,51,1,"2,0%",1,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,0,0,1,3,1,1,1,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,4,2,23,21,1,0,0
Atlético de Madrid,Defensa,15,Savić,39,1,"1,0%",0,"1,0%",1,"1,0%",0,"0,0%",0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,15,12,3,0,0
