Equipo,Posicion,Dorsal,Nombre,Minutos jugados,Partidos jugados,Porcentaje de Partidos jugados,Partidos jugados enteros,Porcentaje de Partidos jugados enteros,Partidos jugados como titular,Porcentaje de Partidos jugados como titular,Partidos sustituido,Porcentaje de Partidos sustituido,Tarjetas amarillas,Tarjetas rojas,Segunda tarjeta amarilla,Goles marcados,Penaltis marcados,Goles en propia puerta,Goles encajados mientras el jugador estaba en el campo,Bloqueos,Intercepciones,Recuperaciones,Despejes,Entradas con éxito,Entradas fallidas,Jugadas como último hombre,Duelos con éxito,Duelos fallidos,Duelos aéreos con éxito,Duelos aéreos fallidos,Fueras de juegos cometidos,Faltas recibidas,Faltas cometidas,Penaltis recibidos,Penaltis cometidos,Faltas por manos,Faltas cometidas por cada tarjetas recibida,Tiros realizados,Tiros a puerta,Asistencias de gol,Regates realizados con éxito,Regates fallidos,Goles marcados desde dentro del área,Goles marcados desde fuera del área,Goles marcados con el pie izquierdo,Goles marcados con el pie derecho,Goles marcados de penalti,Goles marcados de cabeza,Goles marcados de jugada a balón parado,Goles marcados en propia puerta,Centros realizados,Corneres lanzados,Entradas realizadas,Duelos realizados,Duelos cuerpo a cuerpo realizados,Duelos aéreos realizados,Pases,Pases cortos,Pases largos,Pases al hueco,Goles marcados por tiros realizados
CD Leganés,Delantero,18,Sabin Merino,9,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,0,0,0
CD Leganés,Delantero,20,Santos,16,1,"1,0%",0,"0,0%",0,"0,0%",1,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,3,0,0,0
CD Leganés,Delantero,25,Braithwaite,37,1,"49,0%",0,"19,0%",0,"41,0%",0,"30,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,6,6,0,0,0
D. Alavés,Portero,1,Pacheco,85,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,21,0,0
D. Alavés,Portero,13,Sivera,7,0,"5,0%",0,"5,0%",0,"5,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
D. Alavés,Portero,31,Álex Domínguez,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D. Alavés,Defensa,2,Vigaray,17,0,"19,0%",0,"14,0%",0,"16,0%",0,"5,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,3,1,0,0
D. Alavés,Defensa,3,R. Duarte,75,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,2,4,3,1,1,0,4,2,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,6,3,25,18,7,0,0
D. Alavés,Defensa,4,Ely,13,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,3,1,0,0
D. Alavés,Defensa,5,Laguardia,85,1,"95,0%",1,"95,0%",1,"95,0%",0,"0,0%",0,0,0,0,0,0,1,1,1,4,6,1,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,33,24,10,0,0
D. Alavés,Defensa,6,Maripán,61,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,1,1,3,4,1,1,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,22,16,6,0,0
D. Alavés,Defensa,15,Ximo Navarro,67,1,"81,0%",1,"68,0%",1,"73,0%",0,"14,0%",0,0,0,0,0,0,1,0,1,4,3,1,1,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,4,2,22,18,4,0,0
D. Alavés,Defensa,17,Adrián Marín,8,0,"14,0%",0,"3,0%",0,"3,0%",0,"11,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
D. Alavés,Defensa,21,Martín,55,1,"2,0%",1,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,3,2,1,0,0,3,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,4,1,20,16,3,0,0
D. Alavés,Centrocampista,,Álex Blanco,0,0,"3,0%",0,"0,0%",0,"0,0%",0,"3,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D. Alavés,Centrocampista,8,T. Pina,62,1,"73,0%",1,"59,0%",1,"70,0%",0,"14,0%",0,0,0,0,0,0,1,0,1,6,1,1,1,0,3,3,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,3,28,26,2,0,0
D. Alavés,Centrocampista,11,Inui,35,1,"2,0%",0,"0,0%",0,"1,0%",1,"1,0%",0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,10,9,1,0,0
D. Alavés,Centrocampista,19,Manu,61,1,"89,0%",1,"54,0%",1,"65,0%",0,"35,0%",0,0,0,0,0,0,1,0,1,5,2,1,1,0,4,4,3,2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,8,5,25,22,2,0,0
D. Alavés,Centrocampista,20,Darko,43,1,"2,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,17,16,1,0,0
D. Alavés,Centrocampista,22,M. Wakaso,44,1,"76,0%",0,"30,0%",1,"46,0%",0,"46,0%",0,0,0,0,0,0,1,0,0,4,0,1,0,0,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,5,2,17,14,3,0,0
D. Alavés,Centrocampista,23,Jony,79,1,"95,0%",0,"46,0%",1,"89,0%",1,"49,0%",0,0,0,0,0,0,1,0,1,5,0,0,0,0,3,5,0,1,0,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,6,3,1,9,8,1,21,17,4,0,0
D. Alavés,Centrocampista,32,Paulino De la Fuente,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D. Alavés,Centrocampista,34,Andrei Lupu,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D. Alavés,Delantero,9,Rolan,13,0,"38,0%",0,"0,0%",0,"11,0%",0,"38,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,4,0,0,0
D. Alavés,Delantero,10,Guidetti,16,1,"57,0%",0,"3,0%",0,"16,0%",1,"54,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,4,0,0,0
D. Alavés,Delantero,12,Calleri,76,1,"89,0%",1,"62,0%",1,"86,0%",0,"27,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,3,5,5,6,0,2,2,0,0,0,0,2,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,20,8,12,18,17,1,0,0
D. Alavés,Delantero,14,Burgui,20,1,"2,0%",0,"0,0%",0,"1,0%",1,"2,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,7,7,1,0,0
D. Alavés,Delantero,18,Borja,39,1,"2,0%",0,"0,0%",1,"1,0%",1,"2,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,9,8,0,0,0
D. Alavés,Delantero,24,Twumasi,4,0,"27,0%",0,"0,0%",0,"0,0%",0,"27,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
FC Barcelona,Portero,1,Ter Stegen,90,1,"3,0%",1,"3,0%",1,"3,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,9,0,0
FC Barcelona,Portero,13,Cillessen,7,0,"5,0%",0,"5,0%",0,"5,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0
FC Barcelona,Portero,30,Iñaki Peña,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC Barcelona,Defensa,,Jeison Murillo,6,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,0,0
FC Barcelona,Defensa,2,N. Semedo,42,1,"68,0%",0,"35,0%",1,"51,0%",0,"32,0%",0,0,0,0,0,0,0,0,1,3,1,1,0,0,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,28,27,1,0,0
FC Barcelona,Defensa,3,Piqué,83,1,"92,0%",1,"92,0%",1,"92,0%",0,"0,0%",0,0,0,0,0,0,1,1,1,7,4,1,0,0,2,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,63,57,6,0,0
FC Barcelona,Defensa,6,Todibo,4,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0
FC Barcelona,Defensa,15,Clement Lenglet,51,1,"59,0%",1,"49,0%",1,"57,0%",0,"11,0%",0,0,0,0,0,0,1,1,1,3,2,1,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,30,27,3,0,0
FC Barcelona,Defensa,18,Jordi Alba,79,1,"95,0%",1,"84,0%",1,"84,0%",0,"11,0%",0,0,0,0,0,0,1,0,2,6,2,1,1,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,4,1,62,58,4,0,0
FC Barcelona,Defensa,20,S. Roberto,55,1,"76,0%",1,"49,0%",1,"59,0%",0,"27,0%",0,0,0,0,0,0,1,0,1,3,1,1,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,2,43,41,1,0,0
FC Barcelona,Defensa,23,Umtiti,32,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,24,23,1,0,0
FC Barcelona,Defensa,24,Vermaelen,16,0,"1,0%",0,"0,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,1,0,0
FC Barcelona,Defensa,33,Juan Miranda,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC Barcelona,Defensa,38,Guillem Jaime,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC Barcelona,Centrocampista,4,I. Rakitić,70,1,"89,0%",1,"62,0%",1,"76,0%",0,"27,0%",0,0,0,0,0,0,1,0,1,6,1,1,0,0,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,5,2,67,61,5,0,0
FC Barcelona,Centrocampista,5,Sergio,72,1,"92,0%",1,"54,0%",1,"78,0%",0,"38,0%",0,0,0,0,0,0,1,0,1,5,1,2,1,0,4,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,7,3,63,58,5,0,0
FC Barcelona,Centrocampista,7,Coutinho,55,1,"2,0%",0,"1,0%",1,"2,0%",1,"2,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,3,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,7,6,1,38,36,1,0,0
FC Barcelona,Centrocampista,8,Arthur,40,1,"2,0%",0,"0,0%",1,"1,0%",1,"2,0%",0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,36,34,2,0,0
FC Barcelona,Centrocampista,12,Rafinha,17,0,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,11,11,1,0,0
FC Barcelona,Centrocampista,21,Aleñá,17,0,"43,0%",0,"3,0%",0,"16,0%",0,"41,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,15,14,1,0,0
FC Barcelona,Centrocampista,22,Vidal,51,1,"86,0%",0,"27,0%",1,"57,0%",1,"59,0%",0,0,0,0,0,0,1,0,1,3,1,1,1,0,3,3,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,2,39,37,2,0,0
FC Barcelona,Delantero,9,Suárez,81,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,1,0,0,1,0,0,2,1,0,0,0,3,4,1,0,1,2,1,0,0,0,0,3,2,0,1,2,0,0,0,1,4,0,0,0,1,0,1,8,7,1,27,25,2,0,0
FC Barcelona,Delantero,10,Messi,71,1,"89,0%",1,"73,0%",1,"76,0%",0,"16,0%",0,0,0,1,0,0,1,0,0,2,0,0,0,0,6,5,0,0,0,2,1,0,0,0,0,4,2,0,4,2,0,0,1,0,4,0,0,0,1,2,0,11,11,0,48,42,4,2,0
FC Barcelona,Delantero,11,O. Dembélé,46,1,"2,0%",0,"0,0%",1,"2,0%",1,"2,0%",0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,2,2,1,7,6,1,25,24,1,0,0
FC Barcelona,Delantero,14,Malcom,16,0,"38,0%",0,"8,0%",0,"14,0%",0,"30,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,0,0,0
FC Barcelona,Delantero,19,Kevin-Prince Boateng,7,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
Getafe CF,Portero,1,Chichizola,3,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Getafe CF,Portero,13,David Soria,88,1,"97,0%",1,"97,0%",1,"97,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,26,0,0
Getafe CF,Portero,25,R. Yáñez,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Getafe CF,Defensa,2,Djené,81,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,2,7,4,1,1,0,3,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,5,26,20,7,0,0
Getafe CF,Defensa,3,Antunes,68,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,5,2,1,1,0,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,7,5,2,25,17,8,0,0
Getafe CF,Defensa,4,Bruno,45,1,"59,0%",0,"43,0%",1,"46,0%",0,"16,0%",0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,13,10,3,0,0
Getafe CF,Defensa,6,Cabrera,74,1,"84,0%",1,"78,0%",1,"81,0%",0,"5,0%",0,0,0,0,0,0,1,0,1,4,6,1,1,0,2,1,4,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,3,6,25,15,10,0,0
Getafe CF,Defensa,17,Olivera,27,0,"1,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,3,3,9,8,1,0,0
Getafe CF,Defensa,21,Miquel,9,0,"1,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0
Getafe CF,Defensa,22,Damián Suárez,85,1,"95,0%",1,"95,0%",1,"95,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,7,1,2,1,0,5,4,1,1,0,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,3,11,9,2,35,26,9,0,0
Getafe CF,Defensa,24,Foulquier,48,1,"65,0%",0,"27,0%",1,"59,0%",0,"38,0%",0,0,0,0,0,0,1,0,1,3,1,0,0,0,2,3,1,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,8,5,2,11,9,1,0,0
Getafe CF,Defensa,29,Miguel Ángel Rubio,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Getafe CF,Centrocampista,5,M. Bergara,6,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0
Getafe CF,Centrocampista,8,Portillo,52,1,"84,0%",0,"27,0%",1,"49,0%",1,"57,0%",0,0,0,0,0,0,1,0,0,4,0,0,0,0,3,3,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,7,6,1,20,18,1,0,0
Getafe CF,Centrocampista,10,Gaku,10,0,"16,0%",0,"5,0%",0,"14,0%",0,"11,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0
Getafe CF,Centrocampista,11,Samu Sáiz,8,0,"24,0%",0,"0,0%",0,"5,0%",0,"24,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,0
Getafe CF,Centrocampista,15,S. Cristóforo,12,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,3,1,0,0
Getafe CF,Centrocampista,16,Mathieu Flamini,13,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,4,0,0,0
Getafe CF,Centrocampista,18,Arambarri,71,1,"86,0%",1,"51,0%",1,"84,0%",0,"35,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,4,4,2,1,0,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,11,8,3,19,14,5,0,0
Getafe CF,Centrocampista,20,Maksimovic,85,1,"95,0%",1,"89,0%",1,"95,0%",0,"5,0%",0,0,0,0,0,0,1,0,2,4,1,1,1,0,3,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,4,20,18,2,0,0
Getafe CF,Centrocampista,27,Hugo Duro,11,0,"27,0%",0,"3,0%",0,"11,0%",0,"24,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0
Getafe CF,Delantero,7,Mata,64,1,"89,0%",0,"43,0%",1,"70,0%",1,"46,0%",0,0,0,0,0,0,1,0,0,3,1,1,0,0,2,4,3,3,1,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,4,0,0,0,1,0,1,12,6,6,17,16,1,0,0
Getafe CF,Delantero,9,Ángel ,48,1,"97,0%",0,"8,0%",1,"54,0%",1,"89,0%",0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,4,3,8,8,1,0,0
Getafe CF,Delantero,19,Jorge Molina,70,1,"100,0%",0,"41,0%",1,"73,0%",1,"59,0%",0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,4,2,4,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,13,6,7,19,18,1,0,0
Girona FC,Portero,,J. Suárez,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Portero,1,Iraizoz,15,0,"16,0%",0,"14,0%",0,"14,0%",0,"3,0%",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0
Girona FC,Portero,13,Bono,77,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,15,0,0
Girona FC,Defensa,2,Bernardo,72,1,"81,0%",1,"76,0%",1,"81,0%",0,"5,0%",0,0,0,0,0,0,1,1,1,3,5,0,0,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,5,37,32,5,0,0
Girona FC,Defensa,3,Johan Mojica,1,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girona FC,Defensa,4,Ramalho,48,1,"2,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,21,18,3,0,0
Girona FC,Defensa,5,Alcalá,49,1,"65,0%",1,"46,0%",1,"51,0%",0,"19,0%",0,0,0,0,0,0,1,1,1,3,3,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,4,23,19,4,0,0
Girona FC,Defensa,11,Aday Benítez,17,0,"24,0%",0,"11,0%",0,"22,0%",0,"14,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,5,1,0,0
