Team,Position,Shirt number,Name,Minutes played,Games played,Percentage of games played,Full games played,Percentage of full games played,Games started,Percentage of games started,Games where substituted,Percentage of games where substituted,Yellow Cards,Red Cards,Second Yellows,Goals scored,Penalties scored,Own goals,Goals conceded while player on pitch,Tackles,Interceptions,Recoveries,Clearances,Successful tackles,Unssuccessful tackles,Last man,Successful duels,Duels lost,Successful aerial challenges,Unsuccessful aerial challenges,Offsides,Fouls suffered,Fouls committed,Penalties won,Penalties given away,Handballs committed,Fouls committed per card,Shots,Shots on target,Assists,Successful dribbles,Unsuccessful dribbles,Goals scored,From inside the area,From outside the area,Goals with left foot,Goals with right foot,Penalties scored,Goals scored with header,Goals from set piece,Crosses,Corners,Tackles,Duels,Man-to-man duels,Aerial duels,Passes,Short passes,Long passes,Through balls,Goals scored per attempt
RCD Espanyol,Forward,20,Puado,9,0,"38,0%",0,"3,0%",0,"5,0%",0,"35,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0
RCD Espanyol,Forward,24,Wu Lei,28,0,"41,0%",0,"11,0%",0,"30,0%",0,"30,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,5,5,0,0,0
Real Betis,Goalkeeper,1,Joel Robles,12,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0
Real Betis,Goalkeeper,13,Pau López,78,1,"86,0%",1,"86,0%",1,"86,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,10,0,0
Real Betis,Defender,,Emerson,9,0,"1,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0
Real Betis,Defender,2,Francis G.,47,1,"57,0%",0,"24,0%",1,"57,0%",0,"32,0%",0,0,0,0,0,0,1,0,1,2,1,1,1,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,1,21,19,1,0,0
Real Betis,Defender,4,Feddal,45,1,"54,0%",0,"41,0%",1,"49,0%",0,"14,0%",0,0,0,0,0,0,1,0,1,3,2,1,0,0,2,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,34,29,4,0,0
Real Betis,Defender,5,Bartra,77,1,"86,0%",1,"81,0%",1,"86,0%",0,"5,0%",0,0,0,0,0,0,1,1,2,4,3,1,1,0,4,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,3,60,52,8,0,0
Real Betis,Defender,12,Sidnei,46,1,"62,0%",0,"43,0%",1,"54,0%",0,"19,0%",0,0,0,0,0,0,1,0,1,3,1,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,33,30,3,0,0
Real Betis,Defender,19,A. Barragán,31,1,"1,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,17,17,1,0,0
Real Betis,Defender,20,Júnior,51,1,"62,0%",1,"51,0%",1,"57,0%",0,"11,0%",0,0,0,0,0,0,1,0,1,3,1,1,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,4,2,25,23,1,0,0
Real Betis,Defender,23,Mandi,81,1,"92,0%",1,"84,0%",1,"89,0%",0,"8,0%",0,0,0,0,0,0,1,1,1,4,2,1,1,0,2,2,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,4,3,68,63,5,0,0
Real Betis,Defender,30,Julio Alonso,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Betis,Defender,32,Edgar González,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Betis,Midfielder,,Kaptoum,20,0,"24,0%",0,"14,0%",0,"22,0%",0,"11,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,9,8,0,0,0
Real Betis,Midfielder,3,Javi García,17,0,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,14,14,1,0,0
Real Betis,Midfielder,6,Canales,76,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,4,0,1,0,0,4,4,0,1,0,1,1,0,0,0,0,1,1,0,2,1,0,0,0,0,2,0,0,0,2,3,1,9,8,1,50,46,4,0,0
Real Betis,Midfielder,11,Tello Herrera,41,1,"76,0%",0,"32,0%",0,"35,0%",0,"43,0%",0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,4,4,0,21,19,1,0,0
Real Betis,Midfielder,14,William Carvalho,63,1,"78,0%",1,"54,0%",1,"68,0%",0,"24,0%",0,0,0,0,0,0,1,0,0,5,1,1,1,0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,6,2,50,46,4,0,0
Real Betis,Midfielder,17,Joaquín,46,1,"2,0%",0,"1,0%",1,"1,0%",1,"2,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,5,4,1,23,22,1,0,0
Real Betis,Midfielder,18,A. Guardado,62,1,"81,0%",1,"49,0%",1,"70,0%",0,"32,0%",0,0,0,0,0,0,1,0,1,4,1,0,0,0,2,3,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,6,5,1,42,38,4,0,0
Real Betis,Midfielder,21,Giovani Lo Celso,63,1,"84,0%",1,"49,0%",1,"70,0%",0,"35,0%",0,0,0,0,0,0,1,0,0,3,0,1,1,0,5,4,0,1,0,2,1,0,0,0,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,1,10,9,1,38,35,2,0,0
Real Betis,Midfielder,22,Diego Lainez,9,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,0,0
Real Betis,Midfielder,27,Adrián Tellado,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Betis,Midfielder,28,Irizo,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Betis,Midfielder,33,Robert,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Betis,Midfielder,37,Diego Altamirano,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Betis,Midfielder,37,Jaime Garijo,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Betis,Midfielder,38,Paul Akouokou,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Betis,Forward,7,Sergio León,19,1,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,3,0,0,0
Real Betis,Forward,10,Jesé,21,0,"35,0%",0,"5,0%",0,"24,0%",0,"30,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,5,0,0,0
Real Betis,Forward,16,Loren,52,1,"86,0%",0,"27,0%",1,"57,0%",1,"59,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,5,2,9,9,0,0,0
Real Madrid,Goalkeeper,,Luca Zidane,3,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Real Madrid,Goalkeeper,1,Navas,24,0,"24,0%",0,"24,0%",0,"24,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0
Real Madrid,Goalkeeper,25,Courtois,66,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,8,0,0
Real Madrid,Defender,,Javi Sánchez,4,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Real Madrid,Defender,2,Carvajal,55,1,"62,0%",1,"59,0%",1,"59,0%",0,"3,0%",0,0,0,0,0,0,1,0,1,4,1,1,0,0,3,2,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,6,5,1,41,38,3,0,0
Real Madrid,Defender,3,Vallejo,8,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,0,0
Real Madrid,Defender,4,Sergio Ramos,83,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,1,1,6,3,1,0,0,3,2,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,7,4,3,64,55,9,0,0
Real Madrid,Defender,5,Varane,73,1,"84,0%",1,"73,0%",1,"81,0%",0,"11,0%",0,0,0,0,0,0,1,0,1,4,4,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,45,39,6,0,0
Real Madrid,Defender,6,Nacho,45,1,"51,0%",0,"41,0%",1,"49,0%",0,"11,0%",0,0,0,0,0,0,1,0,1,3,2,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,26,24,2,0,0
Real Madrid,Defender,12,Marcelo,48,1,"59,0%",0,"43,0%",1,"54,0%",0,"16,0%",0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,5,4,1,35,31,4,0,0
Real Madrid,Defender,19,Odriozola,38,1,"1,0%",0,"1,0%",1,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,4,3,1,19,19,1,0,0
Real Madrid,Defender,23,Reguilón,33,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,20,18,2,0,0
Real Madrid,Defender,26,Adrián de la Fuente,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Madrid,Defender,37,Francisco Garcia,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Madrid,Midfielder,8,Kroos,60,1,"2,0%",1,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,5,0,1,0,0,3,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6,5,1,56,49,7,0,0
Real Madrid,Midfielder,10,Modrić,69,1,"89,0%",1,"46,0%",1,"81,0%",0,"43,0%",0,0,0,0,0,0,1,0,1,4,0,1,1,0,4,3,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,7,1,50,45,5,0,0
Real Madrid,Midfielder,14,Casemiro,63,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,5,1,1,1,0,4,3,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,7,4,44,39,5,0,0
Real Madrid,Midfielder,15,Valverde,17,0,"41,0%",0,"5,0%",0,"14,0%",0,"35,0%",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,10,9,1,0,0
Real Madrid,Midfielder,18,M. Llorente,14,0,"16,0%",0,"11,0%",0,"14,0%",0,"5,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,10,9,1,0,0
Real Madrid,Midfielder,20,Asensio,47,1,"78,0%",0,"24,0%",1,"51,0%",1,"54,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,4,4,1,24,23,1,0,0
Real Madrid,Midfielder,21,Brahim Díaz,10,0,"22,0%",0,"0,0%",0,"11,0%",0,"22,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,4,0,0,0
Real Madrid,Midfielder,22,Isco,31,1,"70,0%",0,"5,0%",0,"30,0%",1,"65,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,5,1,24,23,1,0,0
Real Madrid,Midfielder,24,D. Ceballos,36,1,"2,0%",0,"0,0%",0,"1,0%",1,"1,0%",0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,5,1,29,27,2,0,0
Real Madrid,Midfielder,36,Álvaro Fidalgo,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Madrid,Midfielder,39,Jaume Grau,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Madrid,Forward,,Cristo González,2,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Real Madrid,Forward,7,Mariano,12,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0,0,0
Real Madrid,Forward,9,Benzema,78,1,"95,0%",1,"65,0%",1,"92,0%",0,"30,0%",0,0,0,1,0,0,1,0,0,2,1,0,0,0,2,3,1,1,1,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,3,0,0,0,1,0,1,8,5,3,31,30,1,0,0
Real Madrid,Forward,11,Bale,51,1,"2,0%",0,"1,0%",1,"2,0%",1,"2,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,1,0,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,0,2,0,1,6,4,2,20,18,2,0,0
Real Madrid,Forward,17,L. Vázquez,40,1,"81,0%",0,"24,0%",0,"41,0%",1,"57,0%",0,0,0,0,0,0,1,0,0,2,0,1,0,0,3,3,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,7,6,1,23,22,1,0,0
Real Madrid,Forward,28,Vinicius,23,1,"46,0%",0,"11,0%",0,"22,0%",0,"35,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,4,0,8,7,0,0,0
Real Sociedad,Goalkeeper,,Andoni Zubiaurre,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Sociedad,Goalkeeper,1,Gero Rulli,64,1,"70,0%",1,"70,0%",1,"70,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,13,13,0,0
Real Sociedad,Goalkeeper,13,Moyà,58,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,9,10,0,0
Real Sociedad,Defender,2,Zaldúa,58,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,2,2,1,0,0,3,2,1,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,7,5,2,24,21,3,0,0
Real Sociedad,Defender,3,Llorente R.,46,1,"54,0%",0,"46,0%",1,"51,0%",0,"8,0%",0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,29,25,4,0,0
Real Sociedad,Defender,6,H.Moreno,51,1,"65,0%",1,"54,0%",1,"54,0%",0,"11,0%",0,0,0,0,0,0,1,1,1,3,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,31,27,4,0,0
Real Sociedad,Defender,15,Aritz,59,1,"70,0%",1,"57,0%",1,"62,0%",0,"14,0%",0,0,0,0,0,0,1,0,1,4,4,1,1,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,3,3,29,25,4,0,0
Real Sociedad,Defender,18,Gorosabel,28,0,"1,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,13,12,1,0,0
Real Sociedad,Defender,19,Theo,58,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,5,3,1,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,9,8,1,27,25,1,0,0
Real Sociedad,Defender,20,Rodrigues,13,0,"1,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,5,5,0,0,0
Real Sociedad,Defender,22,Raúl Navas,39,1,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,3,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,25,22,4,0,0
Real Sociedad,Defender,27,Robin Le Normand,8,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,6,1,0,0
Real Sociedad,Defender,29,Aihen Muñoz,25,0,"27,0%",0,"19,0%",0,"27,0%",0,"8,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,11,9,1,0,0
Real Sociedad,Defender,35,Alex Sola,4,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
Real Sociedad,Midfielder,,Ander Guevara,3,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0
Real Sociedad,Midfielder,4,Illarramendi,48,1,"59,0%",0,"43,0%",1,"54,0%",0,"16,0%",0,0,0,0,0,0,1,0,1,5,1,1,0,0,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,33,29,4,0,0
Real Sociedad,Midfielder,5,Zubeldia,67,1,"86,0%",1,"59,0%",1,"76,0%",0,"27,0%",0,0,0,0,0,0,1,0,1,5,2,1,1,0,3,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,5,3,32,28,3,0,0
Real Sociedad,Midfielder,8,Merino,54,1,"76,0%",0,"35,0%",1,"62,0%",0,"41,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,3,4,2,1,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,7,3,29,26,3,0,0
Real Sociedad,Midfielder,14,R. Pardo,36,1,"62,0%",0,"8,0%",0,"41,0%",1,"54,0%",0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,1,21,18,3,0,0
Real Sociedad,Midfielder,16,Merquelanz,1,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Sociedad,Midfielder,17,Zurutuza,44,1,"2,0%",0,"1,0%",1,"1,0%",1,"1,0%",0,0,0,0,0,0,1,0,1,3,1,1,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,3,22,20,1,0,0
Real Sociedad,Midfielder,23,Sangalli ,28,1,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,10,9,1,0,0
Real Sociedad,Midfielder,28,Roberto López,2,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Sociedad,Midfielder,31,Näis Djouahra,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Sociedad,Midfielder,34,Ander Barrenetxea,11,0,"22,0%",0,"0,0%",0,"11,0%",0,"22,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,0,0
